LMH6L;4,000;6,000;0,000;12,000;0,000;35,000;0,000;28,000;0,000;18,000;5,000;20,000;—;3.4×6.5×3.3;15,000;15,000;-5,000;324,000;529,000;28,000
LMH8L;4,000;8,000;-0,009;15,000;-0,011;45,000;-0,200;32,000;-0,200;21,000;5,000;24,000;—;3.4×6.5×3.3;15,000;15,000;-5,000;431,000;784,000;40,000
LMH10L;4,000;10,000;;19,000;0,000;55,000;;39,000;;25,000;6,000;29,000;—;4.5×8×4.4;15,000;15,000;-5,000;588,000;1100,000;75,000
LMH12L;4,000;12,000;;21,000;-0,013;57,000;;42,000;;27,000;6,000;32,000;—;4.5×8×4.4;15,000;15,000;-5,000;657,000;1200,000;82,000
LMH13L;4,000;13,000;;23,000;;61,000;;43,000;;29,000;6,000;33,000;—;4.5×8×4.4;15,000;15,000;-7,000;814,000;1570,000;107,000
LMH16L;5,000;16,000;;28,000;;70,000;;48,000;;34,000;6,000;31,000;22,000;4.5×8×4.4;15,000;15,000;-7,000;1230,000;2350,000;143,000
LMH20L;5,000;20,000;0,000;32,000;0,000;80,000;;54,000;;38,000;8,000;36,000;24,000;5.5×9.2×5.4;20,000;20,000;-9,000;1400,000;2750,000;225,000
LMH25L;6,000;25,000;-0,010;40,000;-0,016;112,000;0,000;62,000;;46,000;8,000;40,000;32,000;5.5×9.2×5.4;20,000;20,000;-9,000;1560,000;3140,000;450,000
LMH30L;6,000;30,000;;45,000;;123,000;-0,300;74,000;;51,000;10,000;49,000;35,000;6.6×11×6.5;20,000;20,000;-9,000;2490,000;5490,000;575,000
